id,review,aspect,sentiment
2517,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",Eating Environment / Ambiance,Unknown
2883,Stick to the gulab jamun.,Food,Positive
2883,Stick to the gulab jamun.,Service,Unknown
2883,Stick to the gulab jamun.,Price,Unknown
2883,Stick to the gulab jamun.,Eating Environment / Ambiance,Unknown
556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",Food,Positive
556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",Service,Positive
556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",Price,Positive
556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",Eating Environment / Ambiance,Positive
563,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,Food,Unknown
563,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,Service,Negative
563,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,Price,Unknown
563,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,Eating Environment / Ambiance,Negative
924,With the theater 2 blocks away we had a delicious meal in a beautiful room.,Food,Positive
924,With the theater 2 blocks away we had a delicious meal in a beautiful room.,Service,Unknown
924,With the theater 2 blocks away we had a delicious meal in a beautiful room.,Price,Unknown
924,With the theater 2 blocks away we had a delicious meal in a beautiful room.,Eating Environment / Ambiance,Positive
3113,"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.",Food,Unknown
3113,"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.",Service,Unknown
3113,"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.",Price,Unknown
3113,"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.",Eating Environment / Ambiance,Negative
2164,We were not dissappointed in the least bit by this little gem.,Food,Unknown
2164,We were not dissappointed in the least bit by this little gem.,Service,Unknown
2164,We were not dissappointed in the least bit by this little gem.,Price,Unknown
2164,We were not dissappointed in the least bit by this little gem.,Eating Environment / Ambiance,Unknown
3461,Also very inexpensive.,Food,Unknown
3461,Also very inexpensive.,Service,Unknown
3461,Also very inexpensive.,Price,Positive
3461,Also very inexpensive.,Eating Environment / Ambiance,Unknown
3041,"We've only eaten in the restaurant once, but we have ordered many times for dinner.",Food,Unknown
3041,"We've only eaten in the restaurant once, but we have ordered many times for dinner.",Service,Unknown
3041,"We've only eaten in the restaurant once, but we have ordered many times for dinner.",Price,Unknown
3041,"We've only eaten in the restaurant once, but we have ordered many times for dinner.",Eating Environment / Ambiance,Unknown
2459,I got enough reasons to keep coming back!!!,Food,Unknown
2459,I got enough reasons to keep coming back!!!,Service,Unknown
2459,I got enough reasons to keep coming back!!!,Price,Unknown
2459,I got enough reasons to keep coming back!!!,Eating Environment / Ambiance,Unknown
1013,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,Food,Positive
1013,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,Service,Unknown
1013,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,Price,Unknown
1013,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,Eating Environment / Ambiance,Unknown
193,The food is great and reasonably priced.,Food,Positive
193,The food is great and reasonably priced.,Service,Unknown
193,The food is great and reasonably priced.,Price,Positive
193,The food is great and reasonably priced.,Eating Environment / Ambiance,Unknown
1569,The characters really make for an enjoyable experience.,Food,Unknown
1569,The characters really make for an enjoyable experience.,Service,Unknown
1569,The characters really make for an enjoyable experience.,Price,Unknown
1569,The characters really make for an enjoyable experience.,Eating Environment / Ambiance,Positive
2217,I would definitely recommend SEA if you like thai cuisine!,Food,Positive
2217,I would definitely recommend SEA if you like thai cuisine!,Service,Unknown
2217,I would definitely recommend SEA if you like thai cuisine!,Price,Unknown
2217,I would definitely recommend SEA if you like thai cuisine!,Eating Environment / Ambiance,Unknown
78,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",Food,Unknown
78,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",Service,Positive
78,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",Price,Unknown
78,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",Eating Environment / Ambiance,Unknown
2280,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",Food,Positive
2280,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",Service,Unknown
2280,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",Price,Positive
2280,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",Eating Environment / Ambiance,Unknown
3424,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",Food,Unknown
3424,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",Service,Unknown
3424,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",Price,Unknown
3424,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",Eating Environment / Ambiance,Unknown
3641,You cannot go wrong with this place.,Food,Unknown
3641,You cannot go wrong with this place.,Service,Unknown
3641,You cannot go wrong with this place.,Price,Unknown
3641,You cannot go wrong with this place.,Eating Environment / Ambiance,Unknown
1707,"It is the type of place to run into old friends and have a late, raucus dinner.",Food,Unknown
1707,"It is the type of place to run into old friends and have a late, raucus dinner.",Service,Unknown
1707,"It is the type of place to run into old friends and have a late, raucus dinner.",Price,Unknown
1707,"It is the type of place to run into old friends and have a late, raucus dinner.",Eating Environment / Ambiance,Unknown
2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",Food,Positive
2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",Service,Unknown
2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",Price,Unknown
2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",Eating Environment / Ambiance,Unknown
667,Prices are in line.,Food,Unknown
667,Prices are in line.,Service,Unknown
667,Prices are in line.,Price,Unknown
667,Prices are in line.,Eating Environment / Ambiance,Unknown
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",Food,Positive
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",Service,Unknown
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",Price,Unknown
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",Eating Environment / Ambiance,Unknown
134,The food is prepared quickly and efficiently.,Food,Positive
134,The food is prepared quickly and efficiently.,Service,Unknown
134,The food is prepared quickly and efficiently.,Price,Unknown
134,The food is prepared quickly and efficiently.,Eating Environment / Ambiance,Unknown
3336,and for this i had to shell out a small fortune?,Food,Unknown
3336,and for this i had to shell out a small fortune?,Service,Unknown
3336,and for this i had to shell out a small fortune?,Price,Negative
3336,and for this i had to shell out a small fortune?,Eating Environment / Ambiance,Unknown
2421,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",Food,Positive
2421,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",Service,Unknown
2421,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",Price,Unknown
2421,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",Eating Environment / Ambiance,Unknown
159,The food looked very appetizing and delicious since it came on a variety of fancy plates.,Food,Positive
159,The food looked very appetizing and delicious since it came on a variety of fancy plates.,Service,Unknown
159,The food looked very appetizing and delicious since it came on a variety of fancy plates.,Price,Unknown
159,The food looked very appetizing and delicious since it came on a variety of fancy plates.,Eating Environment / Ambiance,Unknown
1490,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,Food,Positive
1490,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,Service,Unknown
1490,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,Price,Unknown
1490,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,Eating Environment / Ambiance,Unknown
3546,I have tried literally every restaurant on curry row.,Food,Unknown
3546,I have tried literally every restaurant on curry row.,Service,Unknown
3546,I have tried literally every restaurant on curry row.,Price,Unknown
3546,I have tried literally every restaurant on curry row.,Eating Environment / Ambiance,Unknown
1548,"The food is terrible and overall, I would have to say avoid at all costs.",Food,Negative
1548,"The food is terrible and overall, I would have to say avoid at all costs.",Service,Unknown
1548,"The food is terrible and overall, I would have to say avoid at all costs.",Price,Unknown
1548,"The food is terrible and overall, I would have to say avoid at all costs.",Eating Environment / Ambiance,Unknown
2107,"I've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.",Food,Unknown
2107,"I've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.",Service,Unknown
2107,"I've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.",Price,Unknown
2107,"I've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.",Eating Environment / Ambiance,Unknown
1709,"Unfortunately, the food was NOT something to get worked up about.",Food,Negative
1709,"Unfortunately, the food was NOT something to get worked up about.",Service,Unknown
1709,"Unfortunately, the food was NOT something to get worked up about.",Price,Unknown
1709,"Unfortunately, the food was NOT something to get worked up about.",Eating Environment / Ambiance,Unknown
1550,"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",Food,Positive
1550,"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",Service,Unknown
1550,"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",Price,Unknown
1550,"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",Eating Environment / Ambiance,Positive
3305,I had Filet Mignon with garlic mash.,Food,Unknown
3305,I had Filet Mignon with garlic mash.,Service,Unknown
3305,I had Filet Mignon with garlic mash.,Price,Unknown
3305,I had Filet Mignon with garlic mash.,Eating Environment / Ambiance,Unknown
874,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",Food,Positive
874,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",Service,Unknown
874,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",Price,Positive
874,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",Eating Environment / Ambiance,Unknown
3116,"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",Food,Unknown
3116,"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",Service,Positive
3116,"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",Price,Unknown
3116,"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",Eating Environment / Ambiance,Unknown
2707,Go inside and you won't want to leave.,Food,Unknown
2707,Go inside and you won't want to leave.,Service,Unknown
2707,Go inside and you won't want to leave.,Price,Unknown
2707,Go inside and you won't want to leave.,Eating Environment / Ambiance,Unknown
2630,I loving bringing friends here - and I do so every chance I get.,Food,Unknown
2630,I loving bringing friends here - and I do so every chance I get.,Service,Unknown
2630,I loving bringing friends here - and I do so every chance I get.,Price,Unknown
2630,I loving bringing friends here - and I do so every chance I get.,Eating Environment / Ambiance,Unknown
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",Food,Positive
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",Service,Unknown
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",Price,Unknown
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",Eating Environment / Ambiance,Unknown
2081,"Yes, the prices are high, but I felt it was worth it.",Food,Unknown
2081,"Yes, the prices are high, but I felt it was worth it.",Service,Unknown
2081,"Yes, the prices are high, but I felt it was worth it.",Price,Unknown
2081,"Yes, the prices are high, but I felt it was worth it.",Eating Environment / Ambiance,Unknown
533,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",Food,Positive
533,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",Service,Unknown
533,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",Price,Unknown
533,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",Eating Environment / Ambiance,Unknown
972,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",Food,Unknown
972,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",Service,Positive
972,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",Price,Unknown
972,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",Eating Environment / Ambiance,Unknown
3420,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",Food,Positive
3420,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",Service,Unknown
3420,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",Price,Unknown
3420,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",Eating Environment / Ambiance,Unknown
2329,The owner truly caters to all your needs.,Food,Unknown
2329,The owner truly caters to all your needs.,Service,Positive
2329,The owner truly caters to all your needs.,Price,Unknown
2329,The owner truly caters to all your needs.,Eating Environment / Ambiance,Unknown
1827,He takes real pride in his food and his business.,Food,Positive
1827,He takes real pride in his food and his business.,Service,Positive
1827,He takes real pride in his food and his business.,Price,Unknown
1827,He takes real pride in his food and his business.,Eating Environment / Ambiance,Unknown
692,Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,Food,Unknown
692,Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,Service,Unknown
692,Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,Price,Unknown
692,Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,Eating Environment / Ambiance,Unknown
217,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,Food,Unknown
217,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,Service,Unknown
217,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,Price,Unknown
217,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,Eating Environment / Ambiance,Unknown
878,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",Food,Positive
878,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",Service,Unknown
878,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",Price,Positive
878,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",Eating Environment / Ambiance,Unknown
2891,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",Food,Positive
2891,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",Service,Unknown
2891,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",Price,Unknown
2891,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",Eating Environment / Ambiance,Unknown
2673,I would go back tho.,Food,Unknown
2673,I would go back tho.,Service,Unknown
2673,I would go back tho.,Price,Unknown
2673,I would go back tho.,Eating Environment / Ambiance,Unknown
2276,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",Food,Positive
2276,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",Service,Unknown
2276,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",Price,Unknown
2276,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",Eating Environment / Ambiance,Unknown
3199,too large for just two people but nothing was left.,Food,Positive
3199,too large for just two people but nothing was left.,Service,Unknown
3199,too large for just two people but nothing was left.,Price,Unknown
3199,too large for just two people but nothing was left.,Eating Environment / Ambiance,Unknown
3414,I cannot imagine better Indian food in all of the city.,Food,Positive
3414,I cannot imagine better Indian food in all of the city.,Service,Unknown
3414,I cannot imagine better Indian food in all of the city.,Price,Unknown
3414,I cannot imagine better Indian food in all of the city.,Eating Environment / Ambiance,Unknown
209,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,Food,Unknown
209,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,Service,Unknown
209,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,Price,Unknown
209,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,Eating Environment / Ambiance,Positive
3077,A pleasant surprise.,Food,Unknown
3077,A pleasant surprise.,Service,Unknown
3077,A pleasant surprise.,Price,Unknown
3077,A pleasant surprise.,Eating Environment / Ambiance,Unknown
1228,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,Food,Unknown
1228,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,Service,Negative
1228,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,Price,Unknown
1228,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,Eating Environment / Ambiance,Unknown
3297,If you don't mind all that noise then go to the Chart House.,Food,Unknown
3297,If you don't mind all that noise then go to the Chart House.,Service,Unknown
3297,If you don't mind all that noise then go to the Chart House.,Price,Unknown
3297,If you don't mind all that noise then go to the Chart House.,Eating Environment / Ambiance,Unknown
1759,We got most of it back at home with us.,Food,Unknown
1759,We got most of it back at home with us.,Service,Unknown
1759,We got most of it back at home with us.,Price,Unknown
1759,We got most of it back at home with us.,Eating Environment / Ambiance,Unknown
2966,Get there before 7pm.,Food,Unknown
2966,Get there before 7pm.,Service,Unknown
2966,Get there before 7pm.,Price,Unknown
2966,Get there before 7pm.,Eating Environment / Ambiance,Unknown
2077,very good breads as well.,Food,Positive
2077,very good breads as well.,Service,Unknown
2077,very good breads as well.,Price,Unknown
2077,very good breads as well.,Eating Environment / Ambiance,Unknown
3554,"if this happens, just ask for real naan.",Food,Unknown
3554,"if this happens, just ask for real naan.",Service,Unknown
3554,"if this happens, just ask for real naan.",Price,Unknown
3554,"if this happens, just ask for real naan.",Eating Environment / Ambiance,Unknown
410,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,Food,Negative
410,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,Service,Unknown
410,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,Price,Positive
410,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,Eating Environment / Ambiance,Unknown
202,"So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it.",Food,Unknown
202,"So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it.",Service,Unknown
202,"So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it.",Price,Unknown
202,"So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it.",Eating Environment / Ambiance,Unknown
3492,"Pizza is terrific, as is homemade pasta.",Food,Positive
3492,"Pizza is terrific, as is homemade pasta.",Service,Unknown
3492,"Pizza is terrific, as is homemade pasta.",Price,Unknown
3492,"Pizza is terrific, as is homemade pasta.",Eating Environment / Ambiance,Unknown
537,Definitely a neighborhood favorite.,Food,Unknown
537,Definitely a neighborhood favorite.,Service,Unknown
537,Definitely a neighborhood favorite.,Price,Unknown
537,Definitely a neighborhood favorite.,Eating Environment / Ambiance,Unknown
2439,This is a wonderful place on all stand points especially value ofr money.,Food,Unknown
2439,This is a wonderful place on all stand points especially value ofr money.,Service,Unknown
2439,This is a wonderful place on all stand points especially value ofr money.,Price,Positive
2439,This is a wonderful place on all stand points especially value ofr money.,Eating Environment / Ambiance,Unknown
3562,My first encounter happened one friday evening with a friend.,Food,Unknown
3562,My first encounter happened one friday evening with a friend.,Service,Unknown
3562,My first encounter happened one friday evening with a friend.,Price,Unknown
3562,My first encounter happened one friday evening with a friend.,Eating Environment / Ambiance,Unknown
3280,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,Food,Unknown
3280,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,Service,Unknown
3280,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,Price,Positive
3280,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,Eating Environment / Ambiance,Unknown
2189,"Service is not exactly five star, but thats not really a big deal.",Food,Unknown
2189,"Service is not exactly five star, but thats not really a big deal.",Service,Unknown
2189,"Service is not exactly five star, but thats not really a big deal.",Price,Unknown
2189,"Service is not exactly five star, but thats not really a big deal.",Eating Environment / Ambiance,Unknown
3573,There are other people waiting!,Food,Unknown
3573,There are other people waiting!,Service,Unknown
3573,There are other people waiting!,Price,Unknown
3573,There are other people waiting!,Eating Environment / Ambiance,Unknown
277,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",Food,Positive
277,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",Service,Unknown
277,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",Price,Unknown
277,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",Eating Environment / Ambiance,Unknown
2460,OU MUST TRY THIS RESTAURANT.,Food,Unknown
2460,OU MUST TRY THIS RESTAURANT.,Service,Unknown
2460,OU MUST TRY THIS RESTAURANT.,Price,Unknown
2460,OU MUST TRY THIS RESTAURANT.,Eating Environment / Ambiance,Unknown
952,"We left, never to return.",Food,Unknown
952,"We left, never to return.",Service,Unknown
952,"We left, never to return.",Price,Unknown
952,"We left, never to return.",Eating Environment / Ambiance,Unknown
2811,Consistently good Japanese Tapas.,Food,Positive
2811,Consistently good Japanese Tapas.,Service,Unknown
2811,Consistently good Japanese Tapas.,Price,Unknown
2811,Consistently good Japanese Tapas.,Eating Environment / Ambiance,Unknown
2024,No apologies during restaurant week.,Food,Unknown
2024,No apologies during restaurant week.,Service,Unknown
2024,No apologies during restaurant week.,Price,Unknown
2024,No apologies during restaurant week.,Eating Environment / Ambiance,Unknown
3020,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",Food,Positive
3020,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",Service,Unknown
3020,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",Price,Unknown
3020,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",Eating Environment / Ambiance,Unknown
3079,"This place started off a little iffy, but is now one of my favorite indian restaurants in NYC (and I'm indian, so I should know).",Food,Unknown
3079,"This place started off a little iffy, but is now one of my favorite indian restaurants in NYC (and I'm indian, so I should know).",Service,Unknown
3079,"This place started off a little iffy, but is now one of my favorite indian restaurants in NYC (and I'm indian, so I should know).",Price,Unknown
3079,"This place started off a little iffy, but is now one of my favorite indian restaurants in NYC (and I'm indian, so I should know).",Eating Environment / Ambiance,Unknown
2716,They also do a great job for restaurant week.,Food,Unknown
2716,They also do a great job for restaurant week.,Service,Unknown
2716,They also do a great job for restaurant week.,Price,Unknown
2716,They also do a great job for restaurant week.,Eating Environment / Ambiance,Unknown
746,I went to this restaurant with a woman that I met recently.,Food,Unknown
746,I went to this restaurant with a woman that I met recently.,Service,Unknown
746,I went to this restaurant with a woman that I met recently.,Price,Unknown
746,I went to this restaurant with a woman that I met recently.,Eating Environment / Ambiance,Unknown
2912,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",Food,Positive
2912,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",Service,Unknown
2912,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",Price,Unknown
2912,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",Eating Environment / Ambiance,Unknown
3566,This is where the aforementioned line was.,Food,Unknown
3566,This is where the aforementioned line was.,Service,Unknown
3566,This is where the aforementioned line was.,Price,Unknown
3566,This is where the aforementioned line was.,Eating Environment / Ambiance,Unknown
1702,The food is reliable and the price is moderate.,Food,Positive
1702,The food is reliable and the price is moderate.,Service,Unknown
1702,The food is reliable and the price is moderate.,Price,Unknown
1702,The food is reliable and the price is moderate.,Eating Environment / Ambiance,Unknown
199,"Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....",Food,Unknown
199,"Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....",Service,Unknown
199,"Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....",Price,Unknown
199,"Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....",Eating Environment / Ambiance,Unknown
