id,review,Food,Service,Price,Eating Environment / Ambiance
2575,We will be back.,Unknown,Unknown,Unknown,Unknown
451,"Also, top the meal with a delicious and perfect slice of tiramisu.",Positive,Unknown,Unknown,Unknown
3700,It seems like this is a place the locals like and the people working here liked it too.,Unknown,Unknown,Unknown,Unknown
119,Check out the secret back room.,Unknown,Unknown,Unknown,Positive
2817,"It's also attached to Angel's Share, which is a cool, more romantic bar...",Unknown,Unknown,Unknown,Positive
2517,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",Positive,Positive,Unknown,Unknown
2883,Stick to the gulab jamun.,Positive,Unknown,Unknown,Unknown
556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",Positive,Positive,Positive,Positive
563,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,Unknown,Negative,Unknown,Negative
924,With the theater 2 blocks away we had a delicious meal in a beautiful room.,Positive,Unknown,Unknown,Positive
3113,"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.",Unknown,Unknown,Unknown,Negative
2164,We were not dissappointed in the least bit by this little gem.,Unknown,Unknown,Unknown,Unknown
3461,Also very inexpensive.,Unknown,Unknown,Positive,Unknown
3041,"We've only eaten in the restaurant once, but we have ordered many times for dinner.",Unknown,Unknown,Unknown,Unknown
2459,I got enough reasons to keep coming back!!!,Unknown,Unknown,Unknown,Unknown
1013,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,Positive,Unknown,Unknown,Unknown
193,The food is great and reasonably priced.,Positive,Unknown,Positive,Unknown
1569,The characters really make for an enjoyable experience.,Unknown,Unknown,Unknown,Positive
2217,I would definitely recommend SEA if you like thai cuisine!,Positive,Unknown,Unknown,Unknown
78,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",Unknown,Positive,Unknown,Unknown
2280,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",Positive,Unknown,Positive,Unknown
3424,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",Unknown,Unknown,Unknown,Unknown
3641,You cannot go wrong with this place.,Unknown,Unknown,Unknown,Unknown
1707,"It is the type of place to run into old friends and have a late, raucus dinner.",Unknown,Unknown,Unknown,Unknown
2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",Positive,Unknown,Unknown,Unknown
667,Prices are in line.,Unknown,Unknown,Unknown,Unknown
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",Positive,Unknown,Unknown,Unknown
134,The food is prepared quickly and efficiently.,Positive,Unknown,Unknown,Unknown
3336,and for this i had to shell out a small fortune?,Unknown,Unknown,Negative,Unknown
2421,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",Positive,Unknown,Unknown,Unknown
159,The food looked very appetizing and delicious since it came on a variety of fancy plates.,Positive,Unknown,Unknown,Unknown
1490,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,Positive,Unknown,Unknown,Unknown
3546,I have tried literally every restaurant on curry row.,Unknown,Unknown,Unknown,Unknown
1548,"The food is terrible and overall, I would have to say avoid at all costs.",Negative,Unknown,Unknown,Unknown
2107,"I've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.",Unknown,Unknown,Unknown,Unknown
1709,"Unfortunately, the food was NOT something to get worked up about.",Negative,Unknown,Unknown,Unknown
1550,"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",Positive,Unknown,Unknown,Positive
3305,I had Filet Mignon with garlic mash.,Unknown,Unknown,Unknown,Unknown
874,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",Positive,Unknown,Positive,Unknown
3116,"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",Unknown,Positive,Unknown,Unknown
2707,Go inside and you won't want to leave.,Unknown,Unknown,Unknown,Unknown
2630,I loving bringing friends here - and I do so every chance I get.,Unknown,Unknown,Unknown,Unknown
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",Positive,Unknown,Unknown,Unknown
2081,"Yes, the prices are high, but I felt it was worth it.",Unknown,Unknown,Unknown,Unknown
533,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",Positive,Unknown,Unknown,Unknown
972,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",Unknown,Positive,Unknown,Unknown
3420,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",Positive,Unknown,Unknown,Unknown
2329,The owner truly caters to all your needs.,Unknown,Positive,Unknown,Unknown
1827,He takes real pride in his food and his business.,Positive,Positive,Unknown,Unknown
692,Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,Unknown,Unknown,Unknown,Unknown
217,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,Unknown,Unknown,Unknown,Unknown
878,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",Positive,Unknown,Positive,Unknown
2891,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",Positive,Unknown,Unknown,Unknown
2673,I would go back tho.,Unknown,Unknown,Unknown,Unknown
2276,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",Positive,Unknown,Unknown,Unknown
3199,too large for just two people but nothing was left.,Positive,Unknown,Unknown,Unknown
3414,I cannot imagine better Indian food in all of the city.,Positive,Unknown,Unknown,Unknown
209,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,Unknown,Unknown,Unknown,Positive
3077,A pleasant surprise.,Unknown,Unknown,Unknown,Unknown
1228,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,Unknown,Negative,Unknown,Unknown
3297,If you don't mind all that noise then go to the Chart House.,Unknown,Unknown,Unknown,Unknown
1759,We got most of it back at home with us.,Unknown,Unknown,Unknown,Unknown
2966,Get there before 7pm.,Unknown,Unknown,Unknown,Unknown
2077,very good breads as well.,Positive,Unknown,Unknown,Unknown
3554,"if this happens, just ask for real naan.",Unknown,Unknown,Unknown,Unknown
410,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,Negative,Unknown,Positive,Unknown
202,"So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it.",Unknown,Unknown,Unknown,Unknown
3492,"Pizza is terrific, as is homemade pasta.",Positive,Unknown,Unknown,Unknown
537,Definitely a neighborhood favorite.,Unknown,Unknown,Unknown,Unknown
2439,This is a wonderful place on all stand points especially value ofr money.,Unknown,Unknown,Positive,Unknown
3562,My first encounter happened one friday evening with a friend.,Unknown,Unknown,Unknown,Unknown
3280,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,Unknown,Unknown,Positive,Unknown
2189,"Service is not exactly five star, but thats not really a big deal.",Unknown,Unknown,Unknown,Unknown
3573,There are other people waiting!,Unknown,Unknown,Unknown,Unknown
277,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",Positive,Unknown,Unknown,Unknown
2460,OU MUST TRY THIS RESTAURANT.,Unknown,Unknown,Unknown,Unknown
952,"We left, never to return.",Unknown,Unknown,Unknown,Unknown
2811,Consistently good Japanese Tapas.,Positive,Unknown,Unknown,Unknown
2024,No apologies during restaurant week.,Unknown,Unknown,Unknown,Unknown
3020,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",Positive,Unknown,Unknown,Unknown
3079,"This place started off a little iffy, but is now one of my favorite indian restaurants in NYC (and I'm indian, so I should know).",Unknown,Unknown,Unknown,Unknown
2716,They also do a great job for restaurant week.,Unknown,Unknown,Unknown,Unknown
746,I went to this restaurant with a woman that I met recently.,Unknown,Unknown,Unknown,Unknown
2912,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",Positive,Unknown,Unknown,Unknown
3566,This is where the aforementioned line was.,Unknown,Unknown,Unknown,Unknown
1702,The food is reliable and the price is moderate.,Positive,Unknown,Unknown,Unknown
199,"Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....",Unknown,Unknown,Unknown,Unknown
882,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",Negative,Negative,Unknown,Positive
2324,We always go there on the weekends and leave extremely full and satisfied.,Unknown,Unknown,Unknown,Unknown
2524,i dont how this place is still running.,Unknown,Unknown,Unknown,Unknown
628,The server was really cool and served us our food and drinks with a smile.,Unknown,Positive,Unknown,Unknown
3563,We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,Unknown,Unknown,Unknown,Unknown
727,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",Positive,Unknown,Unknown,Unknown
1925,"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",Unknown,Unknown,Unknown,Unknown
2740,Excellent experience.,Unknown,Unknown,Unknown,Unknown
3422,"Well worth the trip, close to City Hall and downtown subway stops.",Unknown,Unknown,Unknown,Unknown
3144,I had to share my table with a loud group of kids and the service was rude an unattentive.,Unknown,Negative,Unknown,Negative
2202,What more could you want?,Unknown,Unknown,Unknown,Unknown
618,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",Unknown,Unknown,Unknown,Unknown
1919,"All in all, I don't see how you can go wrong.",Unknown,Unknown,Unknown,Unknown
1487,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,Positive,Unknown,Unknown,Unknown
2120,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",Unknown,Unknown,Unknown,Positive
1868,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",Positive,Unknown,Unknown,Unknown
770,We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,Unknown,Unknown,Unknown,Unknown
2205,The food is usually good but it certainly isn't a relaxing place to go.,Positive,Unknown,Unknown,Negative
948,I'm told that it is open 24hrs which is good.,Unknown,Unknown,Unknown,Unknown
1940,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",Positive,Positive,Unknown,Positive
2451,The prices were fantastic.,Unknown,Unknown,Positive,Unknown
56,What a great place!,Unknown,Unknown,Unknown,Unknown
1632,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",Positive,Unknown,Unknown,Unknown
1961,"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.",Unknown,Unknown,Unknown,Unknown
710,"It's not mind-blowing, but to me, thai food never is and never will be.",Unknown,Unknown,Unknown,Unknown
911,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",Unknown,Unknown,Unknown,Unknown
3607,"Although, one night we went it was super cheesy, and another night it was less cheesy.",Unknown,Unknown,Unknown,Unknown
1955,"Even though it is a little loud, you don't have to yell at each other to talk.",Unknown,Unknown,Unknown,Unknown
2903,"i've been to sapphire twice and both times the food was fine, if not good.",Positive,Unknown,Unknown,Unknown
1887,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,Unknown,Unknown,Unknown,Unknown
3495,Was surprisingly disappointed.,Unknown,Unknown,Unknown,Unknown
1273,I love the fact that the pizza tastes so good and is so cheap.,Positive,Unknown,Positive,Unknown
590,Nicky the Nose at the bar is a treat.,Unknown,Positive,Unknown,Unknown
762,I went to Ruby Foo's after work with a group of 6.,Unknown,Unknown,Unknown,Unknown
3374,I'm amazed we haven't been kicked out of this place yet.,Unknown,Unknown,Unknown,Unknown
179,"Service was prompt, friendly and great.",Unknown,Positive,Unknown,Unknown
109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",Positive,Unknown,Unknown,Unknown
339,The sushi was awful!,Negative,Unknown,Unknown,Unknown
489,Katz's has been a NYC original for over 100 years.,Unknown,Unknown,Unknown,Unknown
2487,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,Unknown,Unknown,Negative,Unknown
499,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",Positive,Unknown,Unknown,Unknown
2589,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,Negative,Unknown,Unknown,Unknown
3701,"Late nite omelletes are not good here, there is no variety!",Negative,Unknown,Unknown,Unknown
381,Everything at Sala Thai is tasty and well-portioned.,Positive,Unknown,Unknown,Unknown
3050,"After all that, they complained to me about the small tip.",Unknown,Negative,Unknown,Unknown
1185,It's a great place to pick up a cheap lunch or dinner.,Unknown,Unknown,Positive,Unknown
1555,"Behind this counter, two men are squeezed in.",Unknown,Unknown,Unknown,Negative
1112,Great find!!!,Unknown,Unknown,Unknown,Unknown
3368,"If only they delivered, they'd make a mint!",Unknown,Unknown,Unknown,Unknown
1032,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",Positive,Positive,Unknown,Unknown
1124,"Our waitress was sweet and accomodating, not overbearing.",Unknown,Positive,Unknown,Unknown
1663,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,Unknown,Negative,Unknown,Unknown
1690,I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,Unknown,Unknown,Unknown,Unknown
788,The website and rating makes this place look wonderful but in reality it was very disappointing.,Unknown,Unknown,Unknown,Unknown
1780,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",Unknown,Unknown,Unknown,Unknown
742,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,Unknown,Unknown,Unknown,Positive
1471,"A large is $20, and toppings are about $3 each.",Unknown,Unknown,Negative,Unknown
1789,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",Unknown,Unknown,Unknown,Unknown
2751,I definitely wouldn't go back.,Unknown,Unknown,Unknown,Unknown
1189,It is not worth for that bucks.,Unknown,Unknown,Negative,Unknown
3352,brick oven gallery is My pick for best pizza restaurant anywhere.,Unknown,Unknown,Unknown,Unknown
3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,Positive,Positive,Positive,Unknown
3393,"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",Negative,Unknown,Unknown,Unknown
2157,"Growing up in NY, I have eaten my share of bagels.",Unknown,Unknown,Unknown,Unknown
3018,"Oh, don't even let me start with how expensive the bills were!",Unknown,Unknown,Negative,Unknown
1401,A hearty two thumbs up!,Unknown,Unknown,Unknown,Unknown
257,The scallion pancakes and fried dumplings were nothing out of the ordinary.,Unknown,Unknown,Unknown,Unknown
813,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",Positive,Unknown,Unknown,Unknown
2862,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",Unknown,Negative,Negative,Unknown
3292,Service is top notch.,Unknown,Positive,Unknown,Unknown
3343,The food now is inconsistent.,Negative,Unknown,Unknown,Unknown
3045,All pretty good.,Unknown,Unknown,Unknown,Unknown
3135,"You can also special order any kind of dumpling,etc.",Unknown,Unknown,Unknown,Unknown
3391,you guys rock.,Unknown,Unknown,Unknown,Unknown
3651,Chance is a joke.,Unknown,Unknown,Unknown,Unknown
2018,I was pretty much full after our fondue appetizer.,Positive,Unknown,Unknown,Unknown
3551,BE CAREFUL before you request extra spice.,Unknown,Unknown,Unknown,Unknown
2355,The octopus eaters were floored by the Octopus salad.,Positive,Unknown,Unknown,Unknown
3178,We thought that this place is using too much of MSG cooking in the foods.,Negative,Unknown,Unknown,Unknown
586,I was at Rao's last Wed.,Unknown,Unknown,Unknown,Unknown
2211,And the Tom Kha soup was pathetic.,Negative,Unknown,Unknown,Unknown
2317,I started out with a Bombay beer which was big enough for two.,Positive,Unknown,Unknown,Unknown
175,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",Unknown,Unknown,Unknown,Positive
1609,Service was quick.,Unknown,Positive,Unknown,Unknown
2706,Tends to turn people away.,Unknown,Unknown,Unknown,Unknown
1860,We thought this a prelude to what the evening will be like.,Unknown,Unknown,Unknown,Unknown
961,"I was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.",Unknown,Unknown,Unknown,Unknown
1057,Drawbacks: service is slow and they don't toast!,Unknown,Negative,Unknown,Unknown
3188,Went there for an office lunch.,Unknown,Unknown,Unknown,Unknown
65,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,Unknown,Unknown,Unknown,Unknown
2735,"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.",Unknown,Unknown,Unknown,Unknown
2882,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,Unknown,Unknown,Unknown,Unknown
1948,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",Positive,Unknown,Unknown,Unknown
2041,The best thing I tasted were the lambchops.,Positive,Unknown,Unknown,Unknown
1046,it's delicious!,Positive,Unknown,Unknown,Unknown
1656,The spicy tuna and salmon are the best we've ever had.,Positive,Unknown,Unknown,Unknown
3440,"Even though its good seafood, the prices are too high.",Positive,Unknown,Negative,Unknown
870,"In addition, the food is very good and the prices are reasonable.",Positive,Unknown,Positive,Unknown
2986,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",Unknown,Positive,Unknown,Unknown
288,"If you live outside the neighborhood, don't bother!",Unknown,Unknown,Unknown,Unknown
284,Been going here since it opened have seen the quality value decrease considerably.,Unknown,Unknown,Unknown,Unknown
3418,"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",Unknown,Unknown,Unknown,Unknown
3358,I never had anything I didn't like here.,Unknown,Unknown,Unknown,Unknown
83,Reasonable prices.,Unknown,Unknown,Positive,Unknown
2940,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,Unknown,Positive,Unknown,Unknown
2141,"Try the crunchy tuna, it is to die for.",Positive,Unknown,Unknown,Unknown
1854,It won't break the bank but I also wouldnt come back for the food.,Negative,Unknown,Unknown,Unknown
396,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",Unknown,Unknown,Unknown,Unknown
3471,I've been to Joya twice and I will never go again.,Unknown,Unknown,Unknown,Unknown
3577,So rushing us out was absolutely unnecessary!,Unknown,Unknown,Unknown,Unknown
2283,However it is the ONLY Taiwanese restaurant in town.,Unknown,Unknown,Unknown,Unknown
614,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,Unknown,Unknown,Unknown,Positive
3012,"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",Positive,Unknown,Unknown,Unknown
2621,"No refills on fountain drinks, though.",Negative,Unknown,Unknown,Unknown
605,Wow over 100 beers to choose from.,Positive,Unknown,Unknown,Unknown
2017,Be careful of portions - they're HUGE.,Positive,Unknown,Unknown,Unknown
2974,"The Steak Tartare is a great bet, they fix it for you at the table.",Positive,Unknown,Unknown,Unknown
2456,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,Negative,Positive,Unknown,Unknown
25,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,Unknown,Positive,Unknown,Unknown
520,Did I mention the wine?,Unknown,Unknown,Unknown,Unknown
3383,"Plus, on Wednesday nights the house wine is unlimited!",Positive,Unknown,Unknown,Unknown
2186,It is by far my favorite restaurant in Brooklyn.,Unknown,Unknown,Unknown,Unknown
3478,Now it's so crowded and loud you can't even talk to the person next to you.,Unknown,Unknown,Unknown,Negative
1283,Love Pizza 33..,Unknown,Unknown,Unknown,Unknown
3411,Even my Indian friend couldn't believe how good and tasty everything was.,Positive,Unknown,Unknown,Unknown
3221,"I'm from England, and Haru's was the best I had in NYC.",Unknown,Unknown,Unknown,Unknown
1923,Less = More in their case.,Unknown,Unknown,Unknown,Unknown
756,Ruby Foo's is a tourist trap.,Unknown,Unknown,Unknown,Unknown
1194,I've been here a couple of times and have not been impressed.,Unknown,Unknown,Unknown,Unknown
3372,I've been many time and have never been disappointed.,Unknown,Unknown,Unknown,Unknown
123,Ciao Bella,Unknown,Unknown,Unknown,Unknown
2522,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,Negative,Negative,Unknown,Unknown
2386,The dim sum servings here are a bit larger than I'm used to.,Unknown,Unknown,Unknown,Unknown
3332,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",Unknown,Unknown,Unknown,Negative
717,We won't go to this place again for a good meal.,Negative,Unknown,Unknown,Unknown
680,It's a much more grown up restaurant compared to the rest of the street.,Unknown,Unknown,Unknown,Unknown
1345,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",Unknown,Unknown,Unknown,Unknown
3013,We were treated with attitude ever since the moment we stepped into the restaurant!,Unknown,Negative,Unknown,Unknown
1159,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",Unknown,Unknown,Unknown,Positive
3547,Taj Mahal offeres gret value and great food.,Positive,Unknown,Positive,Unknown
792,Has the chef and owner changed???,Unknown,Unknown,Unknown,Unknown
2015,My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,Unknown,Unknown,Unknown,Unknown
92,I absolutely Loved this place.,Unknown,Unknown,Unknown,Unknown
548,I wish I lived there as I would eat at this place as often as possible!,Unknown,Unknown,Unknown,Unknown
3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",Negative,Unknown,Unknown,Unknown
1209,"Outstanding Bagels, but you get what you pay for.",Positive,Unknown,Negative,Unknown
443,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",Positive,Unknown,Unknown,Unknown
400,"If you're in town, it's worth searching for another place.",Unknown,Unknown,Unknown,Unknown
1486,I have tried the various slice joints around the village but this is by far the best one.,Unknown,Unknown,Unknown,Unknown
1377,"I found it on a cold night, the perfect spot to warm up.",Unknown,Unknown,Unknown,Positive
1439,They even have a section in the menu called American Chinese food!,Negative,Unknown,Unknown,Unknown
2741,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",Positive,Positive,Unknown,Unknown
370,kalbi and nebbiolo do work together.,Unknown,Unknown,Unknown,Unknown
599,"Best Italian food I ever had (and being Italian, that means alot).",Positive,Unknown,Unknown,Unknown
803,I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,Positive,Unknown,Unknown,Unknown
1750,Located at the end of a magnificent block.,Unknown,Unknown,Unknown,Positive
737,"This restaurant is not worth the time, effort, or money to say the least.",Unknown,Unknown,Negative,Unknown
847,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",Positive,Unknown,Unknown,Positive
81,Keep up the good work guys!,Unknown,Unknown,Unknown,Unknown
2144,Hurley's is terrific!,Unknown,Unknown,Unknown,Unknown
1007,They don't walk around with the trays of Dim Sum.,Unknown,Unknown,Unknown,Positive
3687,Took my sister here before attending a show one evening.,Unknown,Unknown,Unknown,Unknown
1161,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",Unknown,Positive,Unknown,Unknown
3123,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,Unknown,Negative,Unknown,Unknown
2301,Really.,Unknown,Unknown,Unknown,Unknown
3405,I really loved the different and inovated touch that's the cheff gives to the food.,Positive,Unknown,Unknown,Unknown
3576,Our friends have not arrived yet.,Unknown,Unknown,Unknown,Unknown
3702,They came out over cooked and the cheese was almost non existant.,Negative,Unknown,Unknown,Unknown
1911,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",Positive,Positive,Unknown,Unknown
703,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",Unknown,Negative,Unknown,Unknown
619,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",Unknown,Unknown,Unknown,Unknown
907,Never once did I leave feeling unwelcome or impressed.,Unknown,Unknown,Unknown,Unknown
1000,"The food is good, especially their more basic dishes, and the drinks are delicious.",Positive,Unknown,Unknown,Unknown
3241,But the main hit was the whole grilled fish.,Positive,Unknown,Unknown,Unknown
1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",Unknown,Unknown,Positive,Unknown
2570,On a hot day it was fabulous to stop in and enjoy lunch.,Unknown,Unknown,Unknown,Unknown
280,The food is delicious and beautifully prepared along with the friendly and personable service.,Positive,Positive,Unknown,Unknown
1021,I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,Unknown,Unknown,Unknown,Unknown
1729,Pizza here is consistently good.,Positive,Unknown,Unknown,Unknown
610,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,Positive,Unknown,Unknown,Positive
3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",Unknown,Negative,Unknown,Unknown
2984,Wouldn't recomend it for dinner!,Unknown,Unknown,Unknown,Unknown
1429,Sauce was watery and the food didn't have much flavor.,Negative,Unknown,Unknown,Unknown
1855,My husband and I enjoy Sangria.,Positive,Unknown,Unknown,Unknown
3409,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",Positive,Unknown,Unknown,Unknown
579,We both opted for a pasta dish and they were served timely and fresh.,Positive,Positive,Unknown,Unknown
3670,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",Unknown,Negative,Unknown,Unknown
685,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",Positive,Unknown,Unknown,Positive
428,"In an area sadly lacking in decent Thai food, this is one of the best spots.",Positive,Unknown,Unknown,Unknown
3378,Tell them Herky sent you and get a free confused look from the waiter.,Unknown,Unknown,Unknown,Unknown
779,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,Unknown,Unknown,Unknown,Unknown
916,The food was average or above including some surprising tasty dishes.,Positive,Unknown,Unknown,Unknown
2194,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,Negative,Unknown,Unknown,Unknown
1066,Other apetizers and food,Unknown,Unknown,Unknown,Unknown
127,The noodle and rices dishes taste great.,Positive,Unknown,Unknown,Unknown
427,The food's as good as ever.,Positive,Unknown,Unknown,Unknown
